contig	source	pi	num_snps	contig_len	theta	snps_present
SUPERPANG_20_length=25241	2XE_S45.pan.rmd.sort	0.000632576359112805	33	25241	0.000463118554808143	TRUE
SUPERPANG_20_length=25241	3EE_S46.pan.rmd.sort	8.73605209863797e-05	28	25241	0.000379608476358153	TRUE
SUPERPANG_20_length=25241	3EM_S22.pan.rmd.sort	0.000139423861776242	28	25241	0.000379608476358153	TRUE
SUPERPANG_20_length=25241	3XE_S47.pan.rmd.sort	0.00069345190831613	33	25241	0.000447306892999221	TRUE
SUPERPANG_20_length=25241	4EE_S48.pan.rmd.sort	0.000187942558401165	30	25241	0.000406691068668738	TRUE
SUPERPANG_20_length=25241	4EM_S24.pan.rmd.sort	0.000255904556424749	28	25241	0.000379608476358153	TRUE
SUPERPANG_20_length=25241	4XE_S49.pan.rmd.sort	0.00056023150353784	33	25241	0.000447306892999221	TRUE
SUPERPANG_20_length=25241	5EE_S50.pan.rmd.sort	0.000448185202830272	33	25241	0.000447306892999221	TRUE
SUPERPANG_20_length=25241	5EM_S26.pan.rmd.sort	0.000219724946723319	28	25241	0.000379608476358153	TRUE
SUPERPANG_20_length=25241	5XE_S51.pan.rmd.sort	0.000530987478205738	81	25241	0.00109584677936043	TRUE
SUPERPANG_20_length=25241	5XM_S27.pan.rmd.sort	0.000163787182332118	81	25241	0.00113458340278571	TRUE
SUPERPANG_20_length=25241	6EE_S52.pan.rmd.sort	0.000262081562959139	28	25241	0.000379608476358153	TRUE
SUPERPANG_20_length=25241	6EM_S28.pan.rmd.sort	0.000437615524763657	32	25241	0.000433769359936355	TRUE
SUPERPANG_21_length=76621	1EE_S42.pan.rmd.sort	5.22431920590348e-06	21	76621	9.36427897223995e-05	TRUE
SUPERPANG_21_length=76621	1EM_S18.pan.rmd.sort	1.30607980147587e-05	21	76621	9.36427897223995e-05	TRUE
SUPERPANG_21_length=76621	1XE_S43.pan.rmd.sort	0.000148889208144501	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	2EE_S44.pan.rmd.sort	7.98139030014381e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	2EM_S20.pan.rmd.sort	4.70176446772108e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	3EE_S46.pan.rmd.sort	2.35091293785753e-05	22	76621	9.81006889120879e-05	TRUE
SUPERPANG_21_length=76621	3EM_S22.pan.rmd.sort	3.395718782243e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	3XE_S47.pan.rmd.sort	0.000160208270751978	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	4EE_S48.pan.rmd.sort	5.74660101610354e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	4EM_S24.pan.rmd.sort	7.83627411286847e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	4XE_S49.pan.rmd.sort	0.000130894800922358	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	5EE_S50.pan.rmd.sort	9.86790073472326e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	5EM_S26.pan.rmd.sort	4.44061332706423e-05	22	76621	9.81006889120879e-05	TRUE
SUPERPANG_21_length=76621	5XE_S51.pan.rmd.sort	0.00020533970234444	77	76621	0.000355234253053134	TRUE
SUPERPANG_21_length=76621	6EE_S52.pan.rmd.sort	7.37190231358737e-05	23	76621	0.000102558471657376	TRUE
SUPERPANG_21_length=76621	6EM_S28.pan.rmd.sort	0.000105644584336449	23	76621	0.000102558471657376	TRUE
SUPERPANG_22_length=21680	2XE_S45.pan.rmd.sort	4.92004920049201e-05	2	21680	4.04018638726533e-05	TRUE
SUPERPANG_22_length=21680	3XE_S47.pan.rmd.sort	4.6674573888596e-05	2	21680	3.55788681853761e-05	TRUE
SUPERPANG_22_length=21680	5XE_S51.pan.rmd.sort	0	2	21680	3.14960472460706e-05	TRUE
SUPERPANG_23_length=20494	6XE_S53.pan.rmd.sort	2.60238769070622e-05	1	20494	1.66593711402072e-05	TRUE
SUPERPANG_25_length=110247	1EE_S42.pan.rmd.sort	0	9	110247	2.78844456180501e-05	TRUE
SUPERPANG_25_length=110247	1EM_S18.pan.rmd.sort	0	11	110247	3.40803705477546e-05	TRUE
SUPERPANG_25_length=110247	1XE_S43.pan.rmd.sort	5.22282718289978e-05	13	110247	4.02760705800025e-05	TRUE
SUPERPANG_25_length=110247	2EE_S44.pan.rmd.sort	2.17785843920145e-05	13	110247	4.02760705800025e-05	TRUE
SUPERPANG_25_length=110247	2EM_S20.pan.rmd.sort	1.99638835198142e-05	12	110247	3.71782486752953e-05	TRUE
SUPERPANG_25_length=110247	2XE_S45.pan.rmd.sort	5.67654769106675e-05	13	110247	4.16997723314628e-05	TRUE
SUPERPANG_25_length=110247	3EE_S46.pan.rmd.sort	9.07449250900643e-06	12	110247	3.71782486752953e-05	TRUE
SUPERPANG_25_length=110247	3EM_S22.pan.rmd.sort	1.45191880144103e-05	12	110247	3.71782486752953e-05	TRUE
SUPERPANG_25_length=110247	3XE_S47.pan.rmd.sort	6.70491999971769e-05	14	110247	4.49070396212939e-05	TRUE
SUPERPANG_25_length=110247	4EE_S48.pan.rmd.sort	1.45191880144103e-05	12	110247	3.71782486752953e-05	TRUE
SUPERPANG_25_length=110247	4EM_S24.pan.rmd.sort	2.82312421040745e-05	14	110247	4.33738362634067e-05	TRUE
SUPERPANG_25_length=110247	4XE_S49.pan.rmd.sort	4.96067755595886e-05	13	110247	4.02760705800025e-05	TRUE
SUPERPANG_25_length=110247	5EE_S50.pan.rmd.sort	3.95237389457043e-05	14	110247	4.33738362634067e-05	TRUE
SUPERPANG_25_length=110247	5EM_S26.pan.rmd.sort	1.99637023593466e-05	13	110247	4.02760705800025e-05	TRUE
SUPERPANG_25_length=110247	5XE_S51.pan.rmd.sort	8.94968222581016e-05	59	110247	0.000182715127775129	TRUE
SUPERPANG_25_length=110247	5XM_S27.pan.rmd.sort	4.59582445160022e-05	58	110247	0.000185969197859158	TRUE
SUPERPANG_25_length=110247	6EE_S52.pan.rmd.sort	2.78279386454448e-05	14	110247	4.33738362634067e-05	TRUE
SUPERPANG_25_length=110247	6EM_S28.pan.rmd.sort	3.87174833635814e-05	13	110247	4.02760705800025e-05	TRUE
SUPERPANG_27_length=93768	1EE_S42.pan.rmd.sort	0	29	93768	0.000105651148826493	TRUE
SUPERPANG_27_length=93768	1EM_S18.pan.rmd.sort	1.28034142437983e-05	39	93768	0.000142067419938638	TRUE
SUPERPANG_27_length=93768	1XE_S43.pan.rmd.sort	0.000126152146127817	28	93768	0.00010200909426689	TRUE
SUPERPANG_27_length=93768	2EE_S44.pan.rmd.sort	8.93867994428144e-05	39	93768	0.000142067419938638	TRUE
SUPERPANG_27_length=93768	2EM_S20.pan.rmd.sort	6.82841474084032e-05	40	93768	0.000145708619656192	TRUE
SUPERPANG_27_length=93768	2XE_S45.pan.rmd.sort	0.000135757282577894	27	93768	0.000101844094034269	TRUE
SUPERPANG_27_length=93768	3EE_S46.pan.rmd.sort	1.92051213656975e-05	39	93768	0.000142067419938638	TRUE
SUPERPANG_27_length=93768	3EM_S22.pan.rmd.sort	4.48119498532942e-05	39	93768	0.000142067419938638	TRUE
SUPERPANG_27_length=93768	3XE_S47.pan.rmd.sort	0.00014725811787052	27	93768	9.83669619794473e-05	TRUE
SUPERPANG_27_length=93768	4EE_S48.pan.rmd.sort	6.61502678018906e-05	40	93768	0.000145708619656192	TRUE
SUPERPANG_27_length=93768	4EM_S24.pan.rmd.sort	8.44067933242762e-05	40	93768	0.000145708619656192	TRUE
SUPERPANG_27_length=93768	4XE_S49.pan.rmd.sort	0.000119034492734035	31	93768	0.000112935024772129	TRUE
SUPERPANG_27_length=93768	5EE_S50.pan.rmd.sort	0.000101958552662778	34	93768	0.00012386025579398	TRUE
SUPERPANG_27_length=93768	5EM_S26.pan.rmd.sort	6.40170712189917e-05	39	93768	0.000142067419938638	TRUE
SUPERPANG_27_length=93768	5XE_S51.pan.rmd.sort	0.000126096978531515	69	93768	0.000251269622933934	TRUE
SUPERPANG_27_length=93768	5XM_S27.pan.rmd.sort	8.73105604637059e-05	68	93768	0.000256384067258709	TRUE
SUPERPANG_27_length=93768	6EE_S52.pan.rmd.sort	9.88697551017505e-05	40	93768	0.000145708619656192	TRUE
SUPERPANG_27_length=93768	6EM_S28.pan.rmd.sort	0.000114050094310655	35	93768	0.000127501844038787	TRUE
SUPERPANG_2_length=127760	1EE_S42.pan.rmd.sort	6.26816789287701e-06	72	127760	0.000192605402805109	TRUE
SUPERPANG_2_length=127760	1EM_S18.pan.rmd.sort	3.44741130750909e-05	75	127760	0.000200625912083611	TRUE
SUPERPANG_2_length=127760	1XE_S43.pan.rmd.sort	0.00029301159511125	83	127760	0.000222012093608858	TRUE
SUPERPANG_2_length=127760	2EE_S44.pan.rmd.sort	0.000140846419079902	84	127760	0.000224685177806364	TRUE
SUPERPANG_2_length=127760	2EM_S20.pan.rmd.sort	9.87159097141156e-05	82	127760	0.000219338967526283	TRUE
SUPERPANG_2_length=127760	2XE_S45.pan.rmd.sort	0.000335160282045466	91	127760	0.000251999282217429	TRUE
SUPERPANG_2_length=127760	3EE_S46.pan.rmd.sort	2.8206534513829e-05	73	127760	0.00019527894779253	TRUE
SUPERPANG_2_length=127760	3EM_S22.pan.rmd.sort	7.64332319156623e-05	78	127760	0.000208646044325597	TRUE
SUPERPANG_2_length=127760	3XE_S47.pan.rmd.sort	0.000327829180627263	84	127760	0.000224685177806364	TRUE
SUPERPANG_2_length=127760	4EE_S48.pan.rmd.sort	9.55843179040396e-05	79	127760	0.000211319337958296	TRUE
SUPERPANG_2_length=127760	4EM_S24.pan.rmd.sort	0.000127441763292594	83	127760	0.000222012093608858	TRUE
SUPERPANG_2_length=127760	4XE_S49.pan.rmd.sort	0.000249658547540889	84	127760	0.000224685177806364	TRUE
SUPERPANG_2_length=127760	5EE_S50.pan.rmd.sort	0.000188897855008274	84	127760	0.000224685177806364	TRUE
SUPERPANG_2_length=127760	5EM_S26.pan.rmd.sort	0.000107770064992836	81	127760	0.000216665799557654	TRUE
SUPERPANG_2_length=127760	5XE_S51.pan.rmd.sort	0.000282500617535217	191	127760	0.000510463381502289	TRUE
SUPERPANG_2_length=127760	5XM_S27.pan.rmd.sort	0.000125476765738519	197	127760	0.000545084264983218	TRUE
SUPERPANG_2_length=127760	6EE_S52.pan.rmd.sort	0.000142762631010829	83	127760	0.000222012093608858	TRUE
SUPERPANG_2_length=127760	6EM_S28.pan.rmd.sort	0.000207528117274278	83	127760	0.000222012093608858	TRUE
SUPERPANG_2_length=127760	6XE_S53.pan.rmd.sort	0.000407570737413218	110	127760	0.000304569182809118	TRUE
SUPERPANG_30_length=13391	2XE_S45.pan.rmd.sort	3.73385109401837e-05	1	13391	2.63972640115761e-05	TRUE
SUPERPANG_32_length=37140	1EE_S42.pan.rmd.sort	9.57957634323622e-06	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	1EM_S18.pan.rmd.sort	2.69425584653519e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	1XE_S43.pan.rmd.sort	9.69932104752667e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	2EE_S44.pan.rmd.sort	4.19106465016585e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	2EM_S20.pan.rmd.sort	3.77195818514926e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	2XE_S45.pan.rmd.sort	0.00010447725449342	8	37140	7.61904865565288e-05	TRUE
SUPERPANG_32_length=37140	3EE_S46.pan.rmd.sort	1.07773137545467e-05	7	37140	6.43922959728368e-05	TRUE
SUPERPANG_32_length=37140	3EM_S22.pan.rmd.sort	2.69432843863667e-05	7	37140	6.43922959728368e-05	TRUE
SUPERPANG_32_length=37140	3XE_S47.pan.rmd.sort	0.000125728552056111	9	37140	8.27856337884702e-05	TRUE
SUPERPANG_32_length=37140	4EE_S48.pan.rmd.sort	2.69425584653519e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	4EM_S24.pan.rmd.sort	3.77195818514926e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	4XE_S49.pan.rmd.sort	8.14263989175079e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	5EE_S50.pan.rmd.sort	7.66345460151533e-05	9	37140	8.27856337884702e-05	TRUE
SUPERPANG_32_length=37140	5EM_S26.pan.rmd.sort	3.77195818514926e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	5XE_S51.pan.rmd.sort	0.000134632990467984	30	37140	0.000285545071661653	TRUE
SUPERPANG_32_length=37140	5XM_S27.pan.rmd.sort	5.38560965101249e-05	28	37140	0.000266523086670951	TRUE
SUPERPANG_32_length=37140	6EE_S52.pan.rmd.sort	4.61017111518243e-05	8	37140	7.35892126624433e-05	TRUE
SUPERPANG_32_length=37140	6EM_S28.pan.rmd.sort	7.66345460151533e-05	9	37140	8.27856337884702e-05	TRUE
SUPERPANG_32_length=37140	6XE_S53.pan.rmd.sort	0.000165815143052974	15	37140	0.000142830224811713	TRUE
SUPERPANG_34_length=6980	1EE_S42.pan.rmd.sort	0	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	1EM_S18.pan.rmd.sort	0	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	1XE_S43.pan.rmd.sort	7.64087870105062e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	2EE_S44.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	2EM_S20.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	2XE_S45.pan.rmd.sort	5.09391913403375e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	3EE_S46.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	3EM_S22.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	3XE_S47.pan.rmd.sort	7.95924864692773e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	4EE_S48.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	4EM_S24.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	4XE_S49.pan.rmd.sort	6.68576886341929e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	5EE_S50.pan.rmd.sort	5.09391913403375e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	5EM_S26.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	5XE_S51.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	5XM_S27.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	6EE_S52.pan.rmd.sort	2.86532951289398e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	6EM_S28.pan.rmd.sort	5.09391913403375e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_34_length=6980	6XE_S53.pan.rmd.sort	7.64087870105062e-05	1	6980	4.89136321128088e-05	TRUE
SUPERPANG_36_length=178356	1EE_S42.pan.rmd.sort	0	22	178356	4.21455355585396e-05	TRUE
SUPERPANG_36_length=178356	1EM_S18.pan.rmd.sort	5.61075919182625e-06	31	178356	5.93838921644041e-05	TRUE
SUPERPANG_36_length=178356	1XE_S43.pan.rmd.sort	8.77747480528095e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	2EE_S44.pan.rmd.sort	3.62818915956926e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	2EM_S20.pan.rmd.sort	2.6930888607112e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	2XE_S45.pan.rmd.sort	0.000120397189616134	48	178356	9.51904479999144e-05	TRUE
SUPERPANG_36_length=178356	2XM_S21.pan.rmd.sort	3.99052250904103e-06	2	178356	3.83184233611005e-06	TRUE
SUPERPANG_36_length=178356	3EE_S46.pan.rmd.sort	7.85506286855675e-06	31	178356	5.93838921644041e-05	TRUE
SUPERPANG_36_length=178356	3EM_S22.pan.rmd.sort	2.35653208250107e-05	30	178356	5.74686051822506e-05	TRUE
SUPERPANG_36_length=178356	3XE_S47.pan.rmd.sort	0.000105104094197207	38	178356	7.27902992751263e-05	TRUE
SUPERPANG_36_length=178356	4EE_S48.pan.rmd.sort	2.66815285274165e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	4EM_S24.pan.rmd.sort	4.0895053070059e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	4XE_S49.pan.rmd.sort	8.24125815710008e-05	38	178356	7.27902992751263e-05	TRUE
SUPERPANG_36_length=178356	5EE_S50.pan.rmd.sort	5.46098574533105e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	5EM_S26.pan.rmd.sort	3.26661704401081e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	5XE_S51.pan.rmd.sort	0.000152758309192287	152	178356	0.000301260644135746	TRUE
SUPERPANG_36_length=178356	5XM_S27.pan.rmd.sort	6.10189107893022e-05	149	178356	0.000295319677900235	TRUE
SUPERPANG_36_length=178356	6EE_S52.pan.rmd.sort	4.26405736279273e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_36_length=178356	6EM_S28.pan.rmd.sort	6.38361804020433e-05	36	178356	6.89600046977939e-05	TRUE
SUPERPANG_38_length=105479	5XE_S51.pan.rmd.sort	9.48091964920597e-06	5	105479	1.61847429318514e-05	TRUE
SUPERPANG_38_length=105479	5XM_S27.pan.rmd.sort	5.68855178952359e-06	5	105479	1.61847429318514e-05	TRUE
SUPERPANG_38_length=105479	6XE_S53.pan.rmd.sort	2.02255784041387e-05	7	105479	2.90650419585022e-05	TRUE
SUPERPANG_39_length=4331	6XE_S53.pan.rmd.sort	0.000123143230970523	1	4331	7.88310210453488e-05	TRUE
SUPERPANG_3_length=88079	1EE_S42.pan.rmd.sort	0	10	88079	3.8765686273436e-05	TRUE
SUPERPANG_3_length=88079	1EM_S18.pan.rmd.sort	9.08327088584599e-06	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	1XE_S43.pan.rmd.sort	6.48444616017339e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	2EE_S44.pan.rmd.sort	3.43145789020849e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	2EM_S20.pan.rmd.sort	2.04373594931535e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	2XE_S45.pan.rmd.sort	6.51238082261994e-05	12	88079	4.81621040096758e-05	TRUE
SUPERPANG_3_length=88079	3EE_S46.pan.rmd.sort	2.04375915433788e-05	11	88079	4.26417707313417e-05	TRUE
SUPERPANG_3_length=88079	3EM_S22.pan.rmd.sort	2.27084350481987e-05	11	88079	4.26417707313417e-05	TRUE
SUPERPANG_3_length=88079	3XE_S47.pan.rmd.sort	7.54416109685542e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	4EE_S48.pan.rmd.sort	2.49792785530185e-05	11	88079	4.26417707313417e-05	TRUE
SUPERPANG_3_length=88079	4EM_S24.pan.rmd.sort	2.90160042186747e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	4XE_S49.pan.rmd.sort	5.75273822770246e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	5EE_S50.pan.rmd.sort	4.79394852308539e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	5EM_S26.pan.rmd.sort	3.20437611806234e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	5XE_S51.pan.rmd.sort	3.6331021015225e-05	17	88079	6.58964291886363e-05	TRUE
SUPERPANG_3_length=88079	5XM_S27.pan.rmd.sort	2.901468647739e-05	16	88079	6.42132223491024e-05	TRUE
SUPERPANG_3_length=88079	6EE_S52.pan.rmd.sort	3.43145789020849e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_3_length=88079	6EM_S28.pan.rmd.sort	4.66779198300419e-05	12	88079	4.65177671704347e-05	TRUE
SUPERPANG_42_length=2842	2XM_S21.pan.rmd.sort	7.03729767769177e-05	1	2842	0.000120132706596554	TRUE
SUPERPANG_44_length=1054	1EE_S42.pan.rmd.sort	0	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	1EM_S18.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	1XE_S43.pan.rmd.sort	0.000507453219156359	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	2EE_S44.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	2EM_S20.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	2XE_S45.pan.rmd.sort	0.000444021566761814	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	3EE_S46.pan.rmd.sort	0	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	3EM_S22.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	3XE_S47.pan.rmd.sort	0.000528597103287874	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	4EE_S48.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	4EM_S24.pan.rmd.sort	0.000338302146104239	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	4XE_S49.pan.rmd.sort	0.000444021566761814	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	5EE_S50.pan.rmd.sort	0.000338302146104239	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	5EM_S26.pan.rmd.sort	0.000190294957183635	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	5XE_S51.pan.rmd.sort	0.000759013282732448	4	1054	0.00129570076716283	TRUE
SUPERPANG_44_length=1054	5XM_S27.pan.rmd.sort	0.000189753320683112	4	1054	0.00129570076716283	TRUE
SUPERPANG_44_length=1054	6EE_S52.pan.rmd.sort	0.000338302146104239	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	6EM_S28.pan.rmd.sort	0.000444021566761814	1	1054	0.000324849811748245	TRUE
SUPERPANG_44_length=1054	6XE_S53.pan.rmd.sort	0.00145615701171257	3	1054	0.00104825334785913	TRUE
SUPERPANG_47_length=204717	1EE_S42.pan.rmd.sort	9.77187556493656e-06	136	204717	0.000226867443003323	TRUE
SUPERPANG_47_length=204717	1EM_S18.pan.rmd.sort	7.96896230322553e-05	150	204717	0.000250204329729928	TRUE
SUPERPANG_47_length=204717	1XE_S43.pan.rmd.sort	0.000133603799561714	52	204717	8.67790498407268e-05	TRUE
SUPERPANG_47_length=204717	2EE_S44.pan.rmd.sort	0.00021844396673398	147	204717	0.00025387144356906	TRUE
SUPERPANG_47_length=204717	2EM_S20.pan.rmd.sort	0.000147875270141084	144	204717	0.000240203197766366	TRUE
SUPERPANG_47_length=204717	2XE_S45.pan.rmd.sort	0.000107673368437738	54	204717	9.33012907392299e-05	TRUE
SUPERPANG_47_length=204717	2XM_S21.pan.rmd.sort	8.80014862473233e-06	9	204717	1.50226084096501e-05	TRUE
SUPERPANG_47_length=204717	3EE_S46.pan.rmd.sort	0.000107700943143239	149	204717	0.000248537515120838	TRUE
SUPERPANG_47_length=204717	3EM_S22.pan.rmd.sort	0.000143419607664318	150	204717	0.000259048696554439	TRUE
SUPERPANG_47_length=204717	3XE_S47.pan.rmd.sort	0.000143063364513303	55	204717	9.50286279295259e-05	TRUE
SUPERPANG_47_length=204717	4EE_S48.pan.rmd.sort	0.00015297591904979	147	204717	0.00024520383704157	TRUE
SUPERPANG_47_length=204717	4EM_S24.pan.rmd.sort	0.000205088785855931	148	204717	0.000255597211427022	TRUE
SUPERPANG_47_length=204717	4XE_S49.pan.rmd.sort	0.000125238760147137	54	204717	9.01158246416434e-05	TRUE
SUPERPANG_47_length=204717	5EE_S50.pan.rmd.sort	0.000187110040359516	100	204717	0.000166843643081715	TRUE
SUPERPANG_47_length=204717	5EM_S26.pan.rmd.sort	0.0001653537707554	146	204717	0.000243536973570915	TRUE
SUPERPANG_47_length=204717	5XE_S51.pan.rmd.sort	6.06016176722137e-05	82	204717	0.000141660349999166	TRUE
SUPERPANG_47_length=204717	5XM_S27.pan.rmd.sort	3.41314721498592e-05	68	204717	0.00011748247487438	TRUE
SUPERPANG_47_length=204717	6EE_S52.pan.rmd.sort	0.000234945543987419	148	204717	0.000246870684224799	TRUE
SUPERPANG_47_length=204717	6EM_S28.pan.rmd.sort	0.000173981888289944	86	204717	0.000148567706638168	TRUE
SUPERPANG_48_length=85755	1EE_S42.pan.rmd.sort	1.26985607865851e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	1EM_S18.pan.rmd.sort	4.66488623508694e-06	4	85755	1.59267217347502e-05	TRUE
SUPERPANG_48_length=85755	1XE_S43.pan.rmd.sort	3.03214069132808e-05	5	85755	1.99081699950673e-05	TRUE
SUPERPANG_48_length=85755	2EE_S44.pan.rmd.sort	2.66928930820055e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	2EM_S20.pan.rmd.sort	9.32977247017388e-06	4	85755	1.59267217347502e-05	TRUE
SUPERPANG_48_length=85755	2XE_S45.pan.rmd.sort	4.31574401557259e-05	8	85755	3.29778789638852e-05	TRUE
SUPERPANG_48_length=85755	3EE_S46.pan.rmd.sort	1.03661720706817e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	3EM_S22.pan.rmd.sort	4.66488623508694e-06	4	85755	1.59267217347502e-05	TRUE
SUPERPANG_48_length=85755	3XE_S47.pan.rmd.sort	3.13580362094613e-05	5	85755	1.99081699950673e-05	TRUE
SUPERPANG_48_length=85755	4EE_S48.pan.rmd.sort	2.17689613484317e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	4EM_S24.pan.rmd.sort	9.32977247017388e-06	4	85755	1.59267217347502e-05	TRUE
SUPERPANG_48_length=85755	4XE_S49.pan.rmd.sort	1.63272922352063e-05	3	85755	1.19451806083341e-05	TRUE
SUPERPANG_48_length=85755	5EE_S50.pan.rmd.sort	2.61745844784714e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	5EM_S26.pan.rmd.sort	9.32977247017388e-06	4	85755	1.59267217347502e-05	TRUE
SUPERPANG_48_length=85755	5XE_S51.pan.rmd.sort	3.05784245891996e-05	11	85755	4.37949095508252e-05	TRUE
SUPERPANG_48_length=85755	5XM_S27.pan.rmd.sort	6.99692135460398e-06	9	85755	3.58330344403238e-05	TRUE
SUPERPANG_48_length=85755	6EE_S52.pan.rmd.sort	2.66928930820055e-05	6	85755	2.38895253925344e-05	TRUE
SUPERPANG_48_length=85755	6EM_S28.pan.rmd.sort	1.24398417030143e-05	3	85755	1.19451806083341e-05	TRUE
